601934954108026880,1,800,2019-07-20 16:24:58,12,5,,G9919820190719700473898
601941955345121280,1,3000,2019-07-20 16:25:01,12,18,,G9919820190719161533317
601944495746973696,1,800,2019-07-20 16:25:04,12,5,,G9919820190719851882571
601944551199866880,1,800,2019-07-20 16:25:04,12,5,,G9919820190719967357481
601944698751287296,1,1300,2019-07-20 16:25:05,12,8,,G9919820190719667471535
601961527834050560,1,800,2019-07-20 16:25:11,12,5,,G9919820190719802988944
601961963722899456,1,800,2019-07-20 16:25:12,12,5,,G9919820190719485927825
602026946477424640,1,800,2019-07-20 16:25:30,12,5,,G9919820190719187965903
602031608970608640,1,800,2019-07-20 16:25:32,12,5,,G9919820190719500251432
602035376881664000,1,800,2019-07-20 16:25:33,12,5,,G9919820190719380782846
602037710491746304,1,750,2019-07-20 16:25:36,12,5,,G9919820190719990833399
602041976375738368,1,1300,2019-07-20 16:25:38,12,8,,G9919820190719908210874
602044057862012928,1,800,2019-07-20 16:25:39,12,5,,G9919820190719251919985
602045267394428928,1,1550,2019-07-20 16:25:40,12,9,,G9919820190719740954922
602046806964043776,1,800,2019-07-20 16:25:42,12,5,,G9919820190719605948954
602048562733252608,1,800,2019-07-20 16:25:44,12,5,,G9919820190719537437190
602048822473916416,1,800,2019-07-20 16:25:45,12,5,,G9919820190719267935747
602049530367574016,1,800,2019-07-20 16:25:46,12,5,,G9919820190719157349854
602051767835820032,1,800,2019-07-20 16:25:47,12,5,,G9919820190719751532636
602053974937305088,1,800,2019-07-20 16:25:48,12,5,,G9919820190719259453263
602054842218708992,1,1000,2019-07-20 16:25:49,12,6,,G9919820190719551452973
602059494490374144,1,1000,2019-07-20 16:25:52,12,6,,G9919820190719873485962
602060032145620992,1,1300,2019-07-20 16:25:53,12,8,,G9919820190719332864819
602060304129458176,1,1300,2019-07-20 16:25:54,12,8,,G9919820190719333292670
602061182257332224,1,1300,2019-07-20 16:25:56,12,8,,G9919820190719132347666
602062724444192768,1,750,2019-07-20 16:25:57,12,5,,G9919820190719600743898
602064995714334720,1,750,2019-07-20 16:25:59,12,5,,G9919820190720165968536
602069682802917376,1,750,2019-07-20 16:26:02,12,5,,G9919820190719102872415
602071599293661184,1,750,2019-07-20 16:26:03,12,5,,G9919820190720844861516
602074837376040960,1,1000,2019-07-20 16:26:05,12,6,,G9919820190720186815644
602084442365755392,1,2050,2019-07-20 16:26:11,12,12,,G9919820190719234564990
602086697307471872,1,1000,2019-07-20 16:26:13,12,6,,G9919820190720964687575
602086861438976000,1,750,2019-07-20 16:26:14,12,5,,G9919820190720956237704
602090476786417664,1,750,2019-07-20 16:26:16,12,5,,G9919820190720520815597
602093521750458368,1,750,2019-07-20 16:26:19,12,5,,G9919820190720226190659
602103157601861632,1,500,2019-07-20 16:26:26,12,3,,G9919820190720544556568
602106020625383424,1,500,2019-07-20 16:26:29,12,3,,G9919820190720306267731
602107262114201600,1,2800,2019-07-20 16:26:30,12,17,,G9919820190719611522962
602115619801792512,1,2000,2019-07-20 16:26:34,12,12,,G9919820190720196413350
602119963901165568,1,750,2019-07-20 16:26:37,12,5,,G9919820190720594216390
602125804234604544,1,750,2019-07-20 16:26:39,12,5,,G9919820190720310771195
602128253200629760,1,750,2019-07-20 19:22:56,12,5,,G9919820190720803590677
602131620136222720,1,1000,2019-07-20 16:26:43,12,6,,G9919820190720652187577
602132752044654592,1,1000,2019-07-20 16:26:45,12,6,,G9919820190720690125812
602144223751307264,1,1250,2019-07-20 16:26:54,12,8,,G9919820190720716659748
602144808043020288,1,800,2019-07-20 16:26:56,12,5,,G9919820190719398546274
602149724027355136,1,750,2019-07-20 16:26:59,12,5,,G9919820190720505603472
602153975822680064,1,750,2019-07-20 16:27:03,12,5,,G9919820190720792689177
602161467487158272,1,1000,2019-07-20 16:27:09,12,6,,G9919820190720204438599
602170305212841984,1,1000,2019-07-20 16:27:20,12,6,,G9919820190720500531508
602178565240258560,1,3000,2019-07-20 16:42:45,12,18,,G9919820190719468175138
