496509310713462784,1,200,2018-10-02 02:30:49,12,1,
496569851070906368,1,400,2018-10-02 06:31:23,12,2,
496575756470583296,1,400,2018-10-02 06:54:50,12,2,
496582513146200064,1,500,2018-10-02 07:21:43,12,3,
496585186176139264,1,500,2018-10-02 07:32:19,12,3,
496586647232577536,1,400,2018-10-02 07:38:06,12,2,
496587690670555136,1,1900,2018-10-02 07:42:16,12,11,
496587725982400512,1,500,2018-10-02 07:42:26,12,3,
496589763390734336,1,400,2018-10-02 07:50:30,12,2,
496590077242114048,1,400,2018-10-02 07:51:45,12,2,
496590456797265920,1,900,2018-10-02 07:53:16,12,5,
496592708178018304,1,400,2018-10-02 08:02:12,12,2,
496593691553562624,1,775,2018-10-02 08:06:07,12,5,
496597648434790400,1,100,2018-10-02 08:21:50,12,1,
496599096438554624,1,400,2018-10-02 08:27:37,12,2,
496600089653936128,1,250,2018-10-02 08:31:33,12,2,
496604405856993280,1,250,2018-10-02 08:48:43,12,2,
496606129644634112,1,250,2018-10-02 08:55:35,12,2,
496607963385954304,1,775,2018-10-02 09:02:49,12,5,
496608160727957504,1,775,2018-10-02 09:03:37,12,5,
496611123957596160,1,775,2018-10-02 09:15:24,12,5,
496613162427088896,1,1500,2018-10-02 09:23:30,12,9,
496613469169123328,1,375,2018-10-02 09:24:42,12,2,
496618499217555456,1,900,2018-10-02 09:44:41,12,5,
496621314182742016,1,250,2018-10-02 09:55:51,12,2,
496621678990721024,1,900,2018-10-02 09:57:21,12,5,
496622815856820224,1,250,2018-10-02 10:01:52,12,2,
496625428832714752,1,925,2018-10-02 10:12:12,12,6,
496629840456187904,1,1025,2018-10-02 10:29:47,12,6,
496638970155761664,1,500,2018-10-02 11:06:03,12,3,
496639605244690432,1,1275,2018-10-02 11:08:34,12,8,
496645870641479680,1,250,2018-10-02 11:33:30,12,2,
496648441930186752,1,1400,2018-10-02 11:43:40,12,8,
496649366577086464,1,500,2018-10-02 11:47:22,12,3,
496649671674953728,1,750,2018-10-02 11:48:35,12,5,
496654841846693888,1,250,2018-10-02 12:09:09,12,2,
496655353379815424,1,1125,2018-10-02 12:11:09,12,7,
496663849391357952,1,625,2018-10-02 12:44:54,12,4,
496666474090332160,1,1500,2018-10-02 12:55:20,12,9,
496666826516725760,1,250,2018-10-02 12:56:43,12,2,
496666930493521920,1,250,2018-10-02 12:57:08,12,2,
496668167330856960,1,500,2018-10-02 13:02:03,12,3,
496672221427662848,1,500,2018-10-02 13:18:09,12,3,
496678911145410560,1,375,2018-10-02 13:44:46,12,2,
496680164533469184,1,625,2018-10-02 13:49:45,12,4,
496683815134035968,1,625,2018-10-02 14:04:15,12,4,
496701328160980992,1,1500,2018-10-02 15:13:49,12,9,
496705221397839872,1,1500,2018-10-02 15:29:19,12,9,
496705518560083968,1,500,2018-10-02 15:30:30,12,3,
496716227348004864,1,1500,2018-10-02 16:13:02,12,9,
496720812062015488,1,750,2018-10-02 16:31:16,12,5,
496730259811467264,1,250,2018-10-02 17:08:47,12,2,
496744956577185792,1,1500,2018-10-02 18:07:11,12,9,
496756925518577664,1,1375,2018-10-02 18:54:46,12,8,
496760759892574208,1,375,2018-10-02 19:09:59,12,2,
496769249491025920,1,500,2018-10-02 19:43:43,12,3,
496772589025230848,1,375,2018-10-02 19:56:58,12,2,
496780602394017792,1,500,2018-10-02 20:28:52,12,3,
496780629996732416,1,500,2018-10-02 20:28:56,12,3,
496784481575763968,1,100,2018-10-02 20:44:19,12,1,
496784933671403520,1,600,2018-10-02 20:46:04,12,4,
496785671378173952,1,475,2018-10-02 20:49:00,12,3,
496785856334397440,1,475,2018-10-02 20:49:42,12,3,
496794262487171072,1,450,2018-10-02 21:23:07,12,3,
496800912656826368,1,1500,2018-10-02 21:49:33,12,9,
496801008882548736,1,200,2018-10-02 21:49:56,12,1,
496806096598466560,1,1500,2018-10-02 22:10:08,12,9,
