0,2020-07-17 00:03:17,8,91283794339776040960,G9919820200716923595620,0
0,2020-07-17 00:07:42,8,91283795450373214208,G9919820200716670966764,0
0,2020-07-17 00:09:34,7.5,91283795922848976896,G9919820191102738803602,0
0,2020-07-17 00:25:50,15.5,91283800017143992320,G9919820200716567853170,0
0,2020-07-17 00:29:51,8,91283801026226425856,G9919820200716303377255,0
0,2020-07-17 00:29:55,8,91283801043972526080,G9919820200716257656593,0
0,2020-07-17 00:31:27,18,91283801429395509248,G9919820200716694644500,0
0,2020-07-17 00:37:56,8,91283803060409339904,G9919820200716493125295,0
0,2020-07-17 00:47:44,30,91283805527909994496,G9919820200716526114718,0
0,2020-07-17 00:49:21,8,91283805933557911552,G9919820200716548226510,0
0,2020-07-17 00:55:13,8,91283807408472330240,G9919820200716266641452,0
0,2020-07-17 01:04:13,6,91283809674751250432,G9919820200716295386654,0
0,2020-07-17 01:09:04,13,91283810895641841664,G9919820200712278684810,0
0,2020-07-17 01:11:25,2,91283811486099181568,G9919820200716441804733,0
0,2020-07-17 01:15:08,8,91283812423190581248,G9919820200716203418517,0
0,2020-07-17 01:28:51,5,91283815874947584000,G9919820200416444864808,0
0,2020-07-17 01:50:24,7.5,91283821298102964224,G9919820200716417759913,0
0,2020-07-17 01:55:47,4,91283822652858961920,G9919820200717664723717,0
0,2020-07-17 02:14:41,20.5,91283827406431457280,G9919820200716277474687,0
0,2020-07-17 02:54:49,8,91283837506722336768,G9919820200716730708626,0
0,2020-07-17 03:00:00,5,91283838813470330880,G9919820200716560584553,0
0,2020-07-17 03:56:04,8,91283852921431265280,G9919820200716965214130,0
0,2020-07-17 04:10:17,8,91283856499315183616,G9919820200716337220197,0
0,2020-07-17 05:52:45,4,91283882285615157248,G9919820200716519980420,0
0,2020-07-17 06:39:07,8,91283893954420543488,G9919820200716241918347,0
0,2020-07-17 06:41:19,5,91283894509482151936,G9919820200716789226530,0
0,2020-07-17 06:57:28,8,91283898571971760128,G9919820200716960304993,0
0,2020-07-17 06:59:10,30,91283898999371337728,G9919820200715841972620,0
0,2020-07-17 07:20:54,8,91283904468328517632,G9919820200716886181423,0
0,2020-07-17 07:20:58,12.5,91283904487404212224,G9919820200716290481231,0
0,2020-07-17 07:22:52,8,91283904963365441536,G9919820200716536521157,0
0,2020-07-17 07:28:04,8,91283906273741508608,G9919820200716263251895,0
0,2020-07-17 07:36:02,6,91283908279919054848,G9919820200716940443604,0
0,2020-07-17 07:36:55,8,91283908499780276224,G9919820200716189164198,0
0,2020-07-17 07:39:11,8,91283909071220641792,G9919820200716800643764,0
0,2020-07-17 07:50:53,8,91283912015538163712,G9919820200708286415991,0
0,2020-07-17 07:51:58,8,91283912285613592576,G9919820200715946638562,0
0,2020-07-17 07:53:34,8,91283912690720444416,G9919820200715513651872,0
0,2020-07-17 07:54:00,8,91283912800091115520,G9919820200717696230172,0
0,2020-07-17 07:57:47,8,91283913750130331648,G9919820200715560435897,0
0,2020-07-17 07:58:40,2,91283913975553200128,G9919820200717538754172,0
0,2020-07-17 08:00:39,7.5,91283914475073835008,G9919820200716691159548,0
0,2020-07-17 08:06:17,8,91283915890735321088,G9919820200717836265559,0
0,2020-07-17 08:11:27,8,91283917191758090240,G9919820200717378832958,0
0,2020-07-17 08:17:56,18,91283918822125998080,G9919820200716619851858,0
0,2020-07-17 08:21:39,5,91283919759401947136,G9919820200714364355644,0
0,2020-07-17 08:27:20,8,91283921189210820608,G9919820200717252212757,0
0,2020-07-17 08:35:21,10.5,91283923203600814080,G9919820200716911250213,0
0,2020-07-17 08:37:53,4,91283923840782700544,G9919820200715278370793,0
0,2020-07-17 08:40:51,13,91283924588849401856,G9919820200716539543486,0
0,2020-07-17 08:43:48,8,91283925330872111104,G9919820200716378778629,0
0,2020-07-17 08:46:20,13,91283925969110962176,G9919820200716176946491,0
0,2020-07-17 08:47:52,5,91283926356111003648,G9919820200717100888463,0
0,2020-07-17 08:52:14,15,91283927456339857408,G9919820200716363810937,0
0,2020-07-17 08:52:54,8,91283927622262329344,G9919820200717695374636,0
0,2020-07-17 08:55:37,7.5,91283928306290397184,G9919820200716249958744,0
0,2020-07-17 08:58:01,11.5,91283928911624933376,G9919820200716814956196,0
0,2020-07-17 09:06:56,13,91283931154319282176,G9919820200716624719504,0
0,2020-07-17 09:12:39,5,91283932592390934528,G9919820200717564226960,0
0,2020-07-17 09:15:55,7.5,91283933415162384384,G9919820200717233377270,0
0,2020-07-17 09:20:50,15.5,91283934651739672576,G9919820200717451850572,0
0,2020-07-17 09:36:48,7.5,91283938670696599552,G9919820200703423722535,0
0,2020-07-17 09:37:36,5,91283938872098689024,G9919820200717656538447,0
0,2020-07-17 09:38:27,10,91283939083177037824,G9919820200524233362400,0
0,2020-07-17 09:39:53,8,91283939447452340224,G9919820200716510853904,0
0,2020-07-17 09:53:53,5,91283942968667017216,G9919820200717466342590,0
0,2020-07-17 09:56:00,8,91283943503663075328,G9919820200714580803601,0
0,2020-07-17 10:13:36,5,91283947929266163712,G9919820200717670879904,0
0,2020-07-17 10:20:53,15.5,91283949765398237184,G9919820200519218243143,0
0,2020-07-17 10:33:45,15.5,91283953003287678976,G9919820200717180492741,0
0,2020-07-17 10:35:26,7.5,91283953427109515264,G9919820200717367310286,0
0,2020-07-17 10:35:41,5,91283953488669315072,G9919820200717995702144,0
0,2020-07-17 10:36:33,7.5,91283953706148171776,G9919820200717290845378,0
0,2020-07-17 10:38:54,5,91283954295544352768,G9919820200713412568439,0
0,2020-07-17 10:42:46,15.5,91283955271575670784,G9919820200717652456651,0
0,2020-07-17 10:45:07,10,91283955860766330880,G9919820200716390992117,0
0,2020-07-17 10:48:29,5,91283956711463456768,G9919820200717724341915,0
0,2020-07-17 10:52:50,11.5,91283957804893343744,G9919820200714907144785,0
0,2020-07-17 10:53:43,5,91283958026872688640,G9919820200717860232183,0
0,2020-07-17 10:57:02,15,91283958859433644032,G9919820200717550128199,0
0,2020-07-17 10:57:02,7.5,91283958859882434560,G9919820200717513320916,0
0,2020-07-17 11:00:45,15.5,91283959798571864064,G9919820200716174148671,0
0,2020-07-17 11:03:20,14.5,91283960446138847232,G9919820200624986688896,0
0,2020-07-17 11:04:25,5,91283960718114295808,G9919820200717216920690,0
0,2020-07-17 11:05:25,12.5,91283960972356227072,G9919820200716910864952,0
0,2020-07-17 11:05:47,12.5,91283961062995136512,G9919820200601543239759,0
0,2020-07-17 11:13:34,5,91283963022645268480,G9919820200717232827504,0
0,2020-07-17 11:15:29,4,91283963505560653824,G9919820200715648228484,0
0,2020-07-17 11:20:28,5,91283964756633456640,G9919820200717858920985,0
0,2020-07-17 11:23:30,19.5,91283965522496589824,G9919820200717820117981,0
0,2020-07-17 11:28:10,7,91283966696457113600,G9919820190427904470570,0
0,2020-07-17 11:31:51,15,91283967624966967296,G9919820200717760768756,0
0,2020-07-17 11:35:27,7.5,91283968530395566080,G9919820200717215705276,0
0,2020-07-17 11:42:52,5,91283970394612699136,G9919820200717666236713,0
0,2020-07-17 11:43:39,5,91283970594240598016,G9919820200717265135937,0
0,2020-07-17 11:50:40,7.5,91283972359870615552,G9919820200716342775348,0
0,2020-07-17 11:53:21,5,91283973034159509504,G9919820200717302283671,0
0,2020-07-17 11:55:16,2,91283973515283927040,G9919820200716154850675,0
0,2020-07-17 11:58:50,15,91283974411992567808,G9919820200717509240230,0
0,2020-07-17 12:01:10,30,91283975002504433664,G9919820200711633930272,0
0,2020-07-17 12:01:48,7.5,91283975161397252096,G9919820200717973114756,0
0,2020-07-17 12:03:04,7,91283975478230781952,G9919820200714971760377,0
0,2020-07-17 12:09:17,5,91283977045596049408,G9919820200717939210503,0
0,2020-07-17 12:09:51,7.5,91283977184951799808,G9919820200717951340227,0
0,2020-07-17 12:10:36,7.5,91283977375981375488,G9919820200511614560631,0
0,2020-07-17 12:13:10,30,91283978019907702784,G9919820200716581927736,0
0,2020-07-17 12:13:53,5,91283978198232731648,G9919820200515818723228,0
0,2020-07-17 12:15:18,7.5,91283978557869133824,G9919820200717291876136,0
0,2020-07-17 12:20:40,10,91283979907189313537,G9919820200717840715885,0
0,2020-07-17 12:27:42,4,91283981677055578112,G9919820200717623348184,0
0,2020-07-17 12:33:02,7.5,91283983018540797952,G9919820200717750806992,0
0,2020-07-17 12:35:08,10,91283983548776321024,G9919820200717145306793,0
0,2020-07-17 12:37:36,5,91283984171362029568,G9919820200717784622583,0
0,2020-07-17 12:42:04,5,91283985292344299520,G9919820200717225275719,0
0,2020-07-17 12:43:33,10,91283985665855459328,G9919820200717271400137,0
0,2020-07-17 12:53:16,7.5,91283988114020372480,G9919820200717278903529,0
0,2020-07-17 12:57:32,7.5,91283989185694404608,G9919820200717942372560,0
0,2020-07-17 13:01:55,7.5,91283990289412919296,G9919820191212555414884,0
0,2020-07-17 13:04:35,7.5,91283990955174793216,G9919820200717158682207,0
0,2020-07-17 13:07:24,5,91283991668290359296,G9919820190615916392602,0
0,2020-07-17 13:08:24,10,91283991922108665856,G9919820200717245327326,0
0,2020-07-17 13:08:53,7.5,91283992044498456576,G9919820190924732243842,0
0,2020-07-17 13:09:26,5,91283992181920632832,G9919820200514781674283,0
0,2020-07-17 13:10:31,6,91283992452553904128,G9919820200714747811749,0
0,2020-07-17 13:11:17,5,91283992644900491264,G9919820200717614721519,0
0,2020-07-17 13:11:37,10,91283992729222778880,G9919820200717526196447,0
0,2020-07-17 13:11:45,2.5,91283992762705907712,G9919820181129705712467,0
0,2020-07-17 13:12:23,10,91283992921917493248,G9919820200717121965928,0
0,2020-07-17 13:14:20,5,91283993412185493504,G9919820200717361438300,0
0,2020-07-17 13:16:20,10,91283993917242609664,G9919820200717166852950,0
0,2020-07-17 13:19:31,7.5,91283994717826191360,G9919820200717695780861,0
0,2020-07-17 13:22:51,12.5,91283995555588083712,G9919820200717679185462,0
0,2020-07-17 13:25:45,5,91283996285271150592,G9919820200717114471524,0
0,2020-07-17 13:27:25,20,91283996706932920320,G9919820200717516851903,0
0,2020-07-17 13:28:31,5,91283996984054779904,G9919820200717581548471,0
0,2020-07-17 13:29:14,2.5,91283997161771634688,G9919820190329165814626,0
0,2020-07-17 13:35:04,7.5,91283998632596606976,G9919820200717922645262,0
0,2020-07-17 13:38:33,10,91283999508136595456,G9919820200717708770822,0
0,2020-07-17 13:40:34,12.5,91284000015659962368,G9919820200717300752313,0
0,2020-07-17 13:44:59,7.5,91284001127720947712,G9919820200717630381588,0
0,2020-07-17 13:46:38,12.5,91284001544127254528,G9919820200717587673418,0
0,2020-07-17 13:50:16,15,91284002457671831552,G9919820200717269833158,0
0,2020-07-17 13:54:18,10,91284003471523188736,G9919820200717254984553,0
0,2020-07-17 14:00:51,10,91284005118458597376,G9919820200717725128181,0
0,2020-07-17 14:00:59,7.5,91284005152088526848,G9919820200717237793128,0
0,2020-07-17 14:01:05,10,91284005178214846464,G9919820200717925275210,0
0,2020-07-17 14:04:05,7.5,91284005932153573376,G9919820200717628231759,0
0,2020-07-17 14:08:09,5,91284006957807702016,G9919820200404485333558,0
0,2020-07-17 14:08:23,7.5,91284007014783127552,G9919820200711353701890,0
0,2020-07-17 14:09:03,7.5,91284007182358155264,G9919820200717173557979,0
0,2020-07-17 14:10:00,7.5,91284007422029074432,G9919820200717242350820,0
0,2020-07-17 14:11:26,5,91284007785436155904,G9919820200716786474856,0
0,2020-07-17 14:11:49,30,91284007878436458496,G9919820200717420260802,0
0,2020-07-17 14:16:16,17.5,91284008999905267712,G9919820200617453644946,0
0,2020-07-17 14:18:52,30,91284009655751806976,G9919820200716220138672,0
0,2020-07-17 14:19:48,12.5,91284009889231933440,G9919820200717751968535,0
0,2020-07-17 14:19:55,10,91284009919049240576,G9919820200717505697452,0
0,2020-07-17 14:26:35,7.5,91284011597651644416,G9919820200717820968858,0
0,2020-07-17 14:31:00,10,91284012706004865024,G9919820200717530615715,0
0,2020-07-17 14:38:26,7.5,91284014580284133376,G9919820200717120219643,0
0,2020-07-17 14:42:07,7.5,91284015503580467200,G9919820200717971261670,0
